 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Day                kSOM               kPOM1               kPOM2                kPOM                kMOM                kQOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE                rNH4                fDOM       fNO3_Leaching        GPPscaler_VG             EA_POM1             EA_POM2              EA_MOM             EA_NFix              EA_Nit        EA_Denit_NO3        EA_Denit_NO2         EA_Denit_NO        EA_Denit_N2O               kNFix                kNit          kDenit_NO3          kDenit_NO2           kDenit_NO          kDenit_N2O              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  19980204        0.415667E-04        0.745500E-05        0.320792E-03        0.281000E-03        0.167000E-05        0.204042E-05        0.962667E-03        0.237000E-02        0.405958E-02        0.119000E-03        0.509500E-12        0.378625E-03        0.549000E-03        0.998000E+00        0.159750E+00        0.311000E+00        0.115875E+00        0.635000E+00        0.100000E+01        0.375000E-03        0.608583E+00        0.172292E-03        0.823125E-03        0.472167E-03        0.263000E-07        0.766000E-04        0.106083E-06        0.267083E-06        0.231792E-06        0.118000E-06        0.262125E-07        0.123000E+00        0.124458E-03        0.372958E-03        0.334083E-03        0.147292E-03        0.188333E-17        0.161000E+01        0.161000E+01        0.283625E-06        0.133542E-04       -0.111000E+01        0.203000E+00       -0.160000E-01        0.565000E+01
  19980205        0.415542E-04        0.758875E-05        0.322958E-03        0.282583E-03        0.169000E-05        0.207000E-05        0.105083E-02        0.250000E-02        0.421375E-02        0.121000E-03        0.702458E-12        0.413958E-03        0.597833E-03        0.998000E+00        0.165750E+00        0.308000E+00        0.119167E+00        0.635000E+00        0.100000E+01        0.318000E-03        0.609292E+00        0.180000E-03        0.848042E-03        0.492000E-03        0.273375E-07        0.786292E-04        0.103000E-06        0.252583E-06        0.233792E-06        0.111167E-06        0.272208E-07        0.122958E+00        0.118000E-03        0.343500E-03        0.328042E-03        0.135333E-03       -0.176210E-16        0.161000E+01        0.161000E+01        0.394667E-06        0.146625E-04       -0.560000E+00        0.198000E+00       -0.172000E-01        0.565000E+01
  19980206        0.411917E-04        0.756625E-05        0.322000E-03        0.281917E-03        0.169000E-05        0.207000E-05        0.109000E-02        0.250000E-02        0.418875E-02        0.121000E-03        0.696958E-12        0.429292E-03        0.619958E-03        0.998000E+00        0.171875E+00        0.308000E+00        0.122458E+00        0.635000E+00        0.100000E+01        0.329000E-03        0.608458E+00        0.179875E-03        0.845958E-03        0.491833E-03        0.272625E-07        0.788750E-04        0.104000E-06        0.256958E-06        0.234417E-06        0.113000E-06        0.271208E-07        0.123000E+00        0.119000E-03        0.349333E-03        0.329083E-03        0.137167E-03        0.251404E-16        0.161000E+01        0.161000E+01        0.277375E-06        0.152750E-04       -0.560000E+00        0.199000E+00       -0.169000E-01        0.565000E+01
  19980207        0.408375E-04        0.754417E-05        0.321708E-03        0.281000E-03        0.169000E-05        0.207000E-05        0.113125E-02        0.250000E-02        0.416375E-02        0.121000E-03        0.725542E-12        0.444833E-03        0.642458E-03        0.998000E+00        0.178083E+00        0.308000E+00        0.125708E+00        0.635000E+00        0.100000E+01        0.329000E-03        0.607667E+00        0.179000E-03        0.843792E-03        0.491000E-03        0.271917E-07        0.786375E-04        0.104000E-06        0.256000E-06        0.233875E-06        0.113000E-06        0.270292E-07        0.122375E+00        0.119000E-03        0.348292E-03        0.328125E-03        0.136167E-03        0.670417E-18        0.161000E+01        0.161000E+01        0.147333E-06        0.159042E-04       -0.560000E+00        0.199000E+00       -0.169000E-01        0.565000E+01
  19980208        0.404750E-04        0.752292E-05        0.321000E-03        0.280208E-03        0.169000E-05        0.207000E-05        0.117458E-02        0.250000E-02        0.414042E-02        0.121000E-03        0.687625E-12        0.460667E-03        0.665250E-03        0.998000E+00        0.184375E+00        0.308000E+00        0.129000E+00        0.635000E+00        0.100000E+01        0.352000E-03        0.608000E+00        0.178792E-03        0.841708E-03        0.491000E-03        0.271000E-07        0.789417E-04        0.106500E-06        0.265292E-06        0.236000E-06        0.117000E-06        0.269375E-07        0.123000E+00        0.122000E-03        0.360792E-03        0.331167E-03        0.140500E-03        0.340088E-16        0.160333E+01        0.160292E+01        0.181375E-06        0.165500E-04       -0.560000E+00        0.201000E+00       -0.165000E-01        0.565000E+01
  19980209        0.401250E-04        0.750125E-05        0.320458E-03        0.279542E-03        0.168125E-05        0.207000E-05        0.121958E-02        0.250000E-02        0.411875E-02        0.121000E-03        0.824458E-12        0.476667E-03        0.688500E-03        0.998000E+00        0.190875E+00        0.308000E+00        0.132208E+00        0.635000E+00        0.100000E+01        0.318000E-03        0.607417E+00        0.178000E-03        0.839625E-03        0.490875E-03        0.270208E-07        0.777083E-04        0.101542E-06        0.249625E-06        0.231000E-06        0.110000E-06        0.268417E-07        0.120583E+00        0.116000E-03        0.339375E-03        0.324167E-03        0.131542E-03        0.174338E-16        0.160000E+01        0.160000E+01        0.993333E-07        0.172042E-04       -0.560000E+00        0.198000E+00       -0.172000E-01        0.565000E+01
  19980210        0.397750E-04        0.747958E-05        0.320000E-03        0.278875E-03        0.168000E-05        0.207000E-05        0.126500E-02        0.250000E-02        0.409750E-02        0.121000E-03        0.114625E-11        0.492875E-03        0.711625E-03        0.998000E+00        0.197292E+00        0.308000E+00        0.135417E+00        0.635000E+00        0.100000E+01        0.255000E-03        0.607125E+00        0.177750E-03        0.837542E-03        0.490000E-03        0.269500E-07        0.746833E-04        0.918958E-07        0.219000E-06        0.221875E-06        0.964958E-07        0.267292E-07        0.115167E+00        0.105000E-03        0.297792E-03        0.311250E-03        0.115000E-03       -0.894167E-17        0.160000E+01        0.160000E+01        0.487333E-07        0.178875E-04       -0.560000E+00        0.192000E+00       -0.187000E-01        0.565000E+01
  19980211        0.394375E-04        0.745833E-05        0.319250E-03        0.278000E-03        0.168000E-05        0.206667E-05        0.131292E-02        0.250000E-02        0.407750E-02        0.121000E-03        0.258000E-11        0.509292E-03        0.735500E-03        0.998000E+00        0.203917E+00        0.308000E+00        0.138500E+00        0.635000E+00        0.100000E+01        0.123000E-03        0.607500E+00        0.177000E-03        0.835500E-03        0.490000E-03        0.268833E-07        0.674833E-04        0.684000E-07        0.144000E-06        0.200000E-06        0.631583E-07        0.265708E-07        0.102375E+00        0.778208E-04        0.195708E-03        0.280500E-03        0.757333E-04       -0.362458E-17        0.160000E+01        0.160000E+01        0.113025E-06        0.185792E-04       -0.560000E+00        0.177000E+00       -0.235000E-01        0.565000E+01
  19980212        0.391042E-04        0.743708E-05        0.319000E-03        0.277208E-03        0.168000E-05        0.206000E-05        0.136125E-02        0.250000E-02        0.405875E-02        0.121000E-03        0.353542E-11        0.525958E-03        0.759500E-03        0.998000E+00        0.210583E+00        0.308000E+00        0.141625E+00        0.635042E+00        0.100000E+01        0.861000E-04        0.608250E+00        0.176708E-03        0.833500E-03        0.490000E-03        0.268000E-07        0.649625E-04        0.604792E-07        0.119000E-06        0.192000E-06        0.519875E-07        0.264333E-07        0.972333E-01        0.684708E-04        0.161292E-03        0.269917E-03        0.629292E-04       -0.612333E-17        0.160000E+01        0.160000E+01        0.230792E-06        0.192917E-04       -0.560000E+00        0.172000E+00       -0.255000E-01        0.565000E+01
  19980213        0.387667E-04        0.741583E-05        0.318125E-03        0.276542E-03        0.168000E-05        0.206000E-05        0.141167E-02        0.250000E-02        0.404167E-02        0.121000E-03        0.328833E-11        0.542833E-03        0.784000E-03        0.998000E+00        0.217292E+00        0.308000E+00        0.144500E+00        0.636000E+00        0.100000E+01        0.100000E-03        0.607792E+00        0.176000E-03        0.831500E-03        0.490000E-03        0.267125E-07        0.657000E-04        0.633792E-07        0.128000E-06        0.194292E-06        0.562250E-07        0.263208E-07        0.980042E-01        0.713083E-04        0.174167E-03        0.273000E-03        0.685125E-04       -0.300862E-16        0.160000E+01        0.160000E+01        0.173417E-06        0.200292E-04       -0.560000E+00        0.174000E+00       -0.247000E-01        0.565000E+01
  19980214        0.384417E-04        0.739417E-05        0.317958E-03        0.275917E-03        0.168000E-05        0.206000E-05        0.146333E-02        0.250000E-02        0.402458E-02        0.121000E-03        0.361417E-11        0.559917E-03        0.808625E-03        0.998000E+00        0.224125E+00        0.308000E+00        0.147250E+00        0.636000E+00        0.100000E+01        0.931000E-04        0.607375E+00        0.175708E-03        0.829500E-03        0.490000E-03        0.266458E-07        0.650458E-04        0.616583E-07        0.123000E-06        0.192333E-06        0.538625E-07        0.262250E-07        0.968625E-01        0.689417E-04        0.167000E-03        0.270208E-03        0.659000E-04        0.243182E-16        0.160000E+01        0.160000E+01        0.100458E-06        0.207750E-04       -0.560000E+00        0.173000E+00       -0.251000E-01        0.565000E+01
  19980215        0.381208E-04        0.737292E-05        0.317000E-03        0.275000E-03        0.168000E-05        0.206000E-05        0.151667E-02        0.250000E-02        0.400708E-02        0.121000E-03        0.595708E-11        0.577125E-03        0.833667E-03        0.998000E+00        0.231083E+00        0.308000E+00        0.149917E+00        0.636000E+00        0.100000E+01        0.412000E-04        0.607542E+00        0.175000E-03        0.827500E-03        0.490000E-03        0.265792E-07        0.611708E-04        0.492417E-07        0.833750E-07        0.180708E-06        0.362875E-07        0.260917E-07        0.903500E-01        0.547083E-04        0.113000E-03        0.253833E-03        0.446542E-04        0.375542E-17        0.160000E+01        0.160000E+01        0.129208E-06        0.215500E-04       -0.560000E+00        0.165000E+00       -0.287000E-01        0.565000E+01
  19980216        0.378042E-04        0.735208E-05        0.316875E-03        0.274292E-03        0.168000E-05        0.206000E-05        0.157208E-02        0.250000E-02        0.399333E-02        0.121000E-03        0.698167E-11        0.594625E-03        0.858875E-03        0.998000E+00        0.238083E+00        0.308000E+00        0.152375E+00        0.636000E+00        0.100000E+01        0.296000E-04        0.607458E+00        0.174708E-03        0.825583E-03        0.490000E-03        0.265000E-07        0.600750E-04        0.460458E-07        0.733458E-07        0.177083E-06        0.318417E-07        0.259583E-07        0.880792E-01        0.507875E-04        0.996167E-04        0.249000E-03        0.394417E-04        0.227333E-16        0.160000E+01        0.160000E+01        0.808750E-07        0.223500E-04       -0.560000E+00        0.163000E+00       -0.298000E-01        0.565000E+01
